,Artist,Title,Days,T10,Pk,x,PkStreams,Total
440,Elton John,Cold Heart,306,37,17468,,3528801,
441,Post Malone,I Like You (A Happier Song),273,16,29595,,3524683,
442,Lauv,Love U Like That,227,16,31221,,3514737,
443,Justin Bieber,What Do You Mean?,460,175,1,54,21416,3506898.0
444,Vivian Hsu,別人的,225,23,6,,37277,3503728.0
445,Justin Bieber,Lonely,209,4,7,,34622,3484672.0
446,BTS,Permission to Dance,214,42,1,7,62962,3461819.0
447,NICKTHEREAL,帥到分手,487,31,2,2,17572,3428949.0
448,Lauv,Feelings,327,28,19177,,3428253,
449,Dua Lipa,Break My Heart,202,7,6,,30291,3420176.0
450,Henry Moodie,drunk text,253,75,18457,,3417140,
451,Shawn Mendes,Treat You Better,484,82,5,,16023,3406295.0
452,Charlie Puth,That's Hilarious,331,31,20304,,3391857,
453,Kygo,It Ain't Me,379,76,3,10,29199,3386637.0
454,IVE,HEYA,95,26,5,,67335,3379563.0
455,Creepy Nuts,Bling,146,15,40721,,3362538,
456,Kumachan,買榜,623,26,11933,,3356744,
457,Ronghao Li,戒菸,619,12,15135,,3354978,
458,A,Mei Chang,527,5,4,,18927,3352628.0
459,League of Legends,GODS,157,17,36866,,3346206,
460,Sam Smith,Too Good At Goodbyes,515,48,1,3,29363,3345929.0
461,Hailee Steinfeld,Let Me Go,387,40,6,,19664,3345187.0
462,邱軍,運轉人生,81,8,10,,52828,3340083.0
463,JVKE,golden hour,294,79,15505,,3321290,
464,星野,晚风告白,181,22,27430,,3311094,
465,Marshmello,FRIENDS,334,95,1,31,31032,3308322.0
466,aespa,Armageddon,67,27,5,,72238,3307906.0
467,Justin Bieber,Anyone,232,22,6,,34862,3301359.0
468,Lady Gaga,Always Remember Us This Way,286,51,2,25,36890,3285303.0
469,Bruno Mars,That's What I Like,446,49,7,,23393,3272695.0
470,The Chainsmokers,Roses,649,61,5,,14369,3267225.0
471,Major Lazer,Cold Water,313,124,1,15,23797,3264292.0
472,TWICE,ONE SPARK,120,15,4,,52470,3256638.0
473,Lil Nas X,MONTERO (Call Me By Your Name),264,22,23489,,3248123,
474,The Chainsmokers,This Feeling,364,43,2,1,26771,3243574.0
475,郭顶,淒美地,243,64,19410,,3235068,
476,LISA,LALISA,227,23,2,3,39170,3233274.0
477,Julia Wu,better off without you,235,17,5,,31368,3228067.0
478,Julia Peng,大齡女子,674,10,2,1,15430,3222396.0
479,Katy Perry,Never Really Over,327,30,6,,27099,3220185.0
480,阿冗,与我无关,212,44,19843,,3212702,
481,Namewee,玻璃心,176,17,5,,34728,3209666.0
482,Lady Gaga,Hold My Hand,230,28,5,,30517,3206338.0
483,Selena Gomez,Lose You To Love Me,203,33,2,3,38496,3205594.0
484,sodagreen,喜歡寂寞,260,110,16120,,3200560,
485,A,Lin,597,11,6,,14697,3195157.0
486,Dua Lipa,Dance The Night (From Barbie The Album),201,17,30335,,3193887,
487,Billie Eilish,everything i wanted,179,20,2,3,33100,3192600.0
488,TAEYEON,INVU,219,24,4,,42889,3190291.0
489,Nicky Youre,Sunroof,316,65,14105,,3188320,
490,瘦子E.SO,I Wish I Was There,183,32,7,,31493,3169958.0
491,BLACKPINK,Kill This Love,267,37,1,7,40014,3165927.0
492,Ellie Goulding,Close To Me,329,4,10,,21664,3161231.0
493,LE SSERAFIM,"Eve, Psyche & The Bluebeard’s wife",243,56,19003,,3154947,
494,Powfu,death bed,226,1,10,,26619,3152011.0
495,ITZY,WANNABE,217,16,2,3,32685,3151962.0
496,Joji,Glimpse of Us,225,2,10,,27471,3139716.0
497,Taylor Swift,Blank Space,292,88,15906,,3136263,
498,Ellie Goulding,Love Me Like You Do,624,110,1,26,15926,3126347.0
499,Martin Garrix,In the Name of Love,429,73,5,,18862,3100332.0
500,The Chainsmokers,All We Know,380,101,2,31,24952,3097876.0
501,Fifth Harmony,Work from Home,440,115,1,1,18022,3091984.0
502,Hailee Steinfeld,Starving,485,19,8,,16847,3074100.0
503,Mariah Carey,All I Want for Christmas Is You,260,20,1,7,70157,3067927.0
504,多多 x 以捷,走建國路回家但後座少ㄌ泥,304,17,8,,26905,3053022.0
505,MAX,STUPID IN LOVE,126,24,36319,,3050038,
506,Billie Eilish,BIRDS OF A FEATHER,77,15,48464,,3045833,
507,Maggie Fu,愛.這件事情,639,2,8,,10327,3045280.0
508,Red Velvet,Psycho,276,8,3,1,30268,3037686.0
509,benny blanco,Eastside,327,70,1,12,21173,3037407.0
510,Ariana Grande,34+35,168,12,30455,,3031876,
511,Jordan Chan,獨家記憶,677,39,8930,,3027012,
512,ZICO,Any song,197,10,7,,28407,3022981.0
513,Wiz Khalifa,See You Again,570,112,1,65,20871,3009872.0
514,Selena Gomez,Back To You,381,64,1,2,27738,3002813.0
515,Tangerine Wong,惡作劇,475,59,13352,,2995759,
516,Ronghao Li,耳朵,426,14,15736,,2992161,
517,Hebe Tien,小幸運,504,13,1,8,23108,2991708.0
518,向思思,总会有人,167,51,24601,,2978223,
519,Arizona Zervas,ROXANNE,231,20,20932,,2964693,
520,BLACKPINK,Ice Cream,143,21,2,1,40450,2947732.0
521,CHANYEOL,Stay With Me,504,11,7,,16639,2946118.0
522,JJ Lin,修煉愛情,870,31,9466,,2944445,
523,告五人,給你一瓶魔法藥水,271,53,17940,,2942426,
524,The Weeknd,Save Your Tears,206,13,29334,,2942291,
525,The Weeknd,Starboy,270,126,2,40,22406,2939415.0
526,Lewis Capaldi,Before You Go,361,31,18669,,2937556,
527,ZAYN,Dusk Till Dawn,289,82,1,21,28143,2927089.0
528,TWS,plot twist,152,40,27873,,2922965,
529,Lukas Graham,7 Years,491,83,1,11,17895,2920550.0
530,Jay Chou,不該,488,79,9145,,2916978,
531,Why Don't We,Big Plans,421,20,17184,,2916191,
532,Justin Bieber,Sorry,411,127,1,5,20534,2912785.0
533,IU,Love wins all,119,10,1,2,72868,2911865.0
534,AKMU,Love Lee,184,46,23706,,2909722,
535,BABYMONSTER,LIKE THAT,120,16,44670,,2905973,
536,DaBaby,ROCKSTAR,225,19,22851,,2900286,
537,Shawn Mendes,There's Nothing Holdin' Me Back,345,9,10,,19181,2895477.0
538,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",343,101,1,15,24032,2895467.0
539,高爾宣 OSN,Hold On,49,34,1,1,80866,2891493.0
540,Kenshi Yonezu,KICK BACK,174,3,10,,32283,2890206.0
541,TWICE,I CAN'T STOP ME,166,24,2,3,48271,2878407.0
542,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),155,12,7,,38386,2873014.0
543,Lee Young Ji,Small girl,42,41,1,6,102647,2868121.0
544,Daven Wu,安静的稻草人,234,84,15455,,2857546,
545,Firdhaus,友谊长存,111,17,41319,,2855332,
546,Cosmos People,藍色的你 (《比悲傷更悲傷的故事》 影集版 插曲),224,14,25601,,2844749,
547,Yoga Lin,少女,247,11,7,,28279,2840461.0
548,(G)I,DLE,132,7,2,1,63434,2839667.0
549,G.E.M.,天空沒有極限,206,17,25016,,2837642,
550,Chih Siou,根本不是我對手,144,25,4,,41726,2831596.0
551,Dean Lewis,Be Alright,303,36,3,5,20261,2819034.0
552,IU,Blueming,310,4,8,,25241,2813991.0
553,高爾宣 OSN,Drowning,218,17,23286,,2809203,
554,Eve Ai,我這個人,217,7,6,,29466,2805615.0
555,Marshmello,Silence,290,30,6,,22545,2798846.0
556,Lauv,Mean It,277,3,6,,26201,2795114.0
557,Trevor Daniel,Falling,227,32,19946,,2793731,
558,TIA LEE,是我不夠好,548,7,3,1,14962,2792405.0
559,Camila Cabello,Bam Bam,200,20,24944,,2787354,
560,Clean Bandit,Rockabye,374,50,5,,16966,2779797.0
561,Ed Sheeran,South of the Border,215,8,6,,28402,2777427.0
562,A Si,致姗姗来迟的你,375,55,12473,,2776067,
563,Ronghao Li,喜劇之王,564,36,1,3,12232,2746443.0
564,艾蜜莉AMILI,麻克與林送夫,155,13,34282,,2744852,
565,Avicii,Lonely Together,320,11,4,,33198,2741123.0
566,瘦子E.SO,妹妹,161,1,8,,33901,2739425.0
567,NICKTHEREAL,I Go,211,8,6,,26436,2724085.0
568,玖壹壹,來個蹦蹦,380,60,12091,,2721567,
569,TOMORROW X TOGETHER,Deja Vu,114,15,43318,,2719900,
570,Imagine Dragons,Thunder,320,13,16993,,2717851,
571,EggPlantEgg,愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲),183,60,18653,,2711699,
572,Jonas Blue,Mama,313,25,6,,21302,2703816.0
573,Ariana Grande,no tears left to cry,325,64,1,20,30223,2702947.0
574,Martin Garrix,So Far Away,279,66,1,2,26951,2699864.0
575,Drake,One Dance,325,50,3,1,16534,2691689.0
576,R,chord,486,72,1,26,15740,2683786.0
577,Taylor Swift,Lover,167,31,2,10,43137,2664447.0
578,Fish Leong,我好嗎,290,14,19306,,2657069,
579,F.I.R.,我們的愛,251,75,18509,,2653584,
580,Charlie Puth,How Long,294,59,3,2,23925,2611489.0
581,FIFTY FIFTY,Cupid,164,37,24141,,2599710,
582,Mark Ronson,Uptown Funk,557,153,2,15,9696,2599253.0
583,Taylor Swift,You Need To Calm Down,205,30,1,3,34384,2590621.0
584,Tanya Chua,拋物線,607,35,9797,,2590476,
585,SEVENTEEN,MAESTRO,95,18,5,,72351,2588132.0
586,V,Christmas Tree,189,16,25124,,2588008,
587,(G)I,DLE,150,15,32603,,2570938,
588,David Guetta,I'm Good (Blue),226,59,15811,,2570523,
589,GooGoo,可能是风太大了吧,148,30,32275,,2568780,
590,Justin Bieber,Yummy,142,46,2,8,38293,2568595.0
591,Shawn Mendes,Stitches,444,125,4,,15164,2554416.0
592,Mayday,溫柔 #MaydayBlue20th,315,26,21596,,2551604,
593,The Weeknd,One Of The Girls,185,61,20015,,2550522,
594,Imagine Dragons,Enemy,168,27,21864,,2540622,
595,Liam Payne,Strip That Down,268,39,9,,22062,2538793.0
596,Energy,星期五晚上,83,19,41288,,2535193,
597,Dua Lipa,IDGAF,291,71,2,1,23075,2532504.0
598,Starley,Call On Me,307,11,8,,15594,2526478.0
599,Jolin Tsai,消極掰,262,5,2,1,31405,2522165.0
600,JP Saxe,If The World Was Ending,391,97,9337,,2521388,
601,Post Malone,rockstar,317,27,7,,19008,2520752.0
602,NewJeans,Bubble Gum,70,14,5,,74892,2515887.0
603,OneRepublic,Counting Stars,832,15,14418,,2507937,
604,Why Don't We,What Am I,326,35,16147,,2506273,
605,The Crane,不介意,187,45,22821,,2505702,
606,Taylor Swift,Look What You Made Me Do,237,61,1,40,42868,2502797.0
607,Gyubin,Really Like You,97,16,39407,,2501748,
608,Bebe Rexha,Meant to Be,374,18,14098,,2497190,
609,David Guetta,2U,217,77,3,13,30678,2493798.0
610,JJ Lin,偉大的渺小,406,2,4,,17577,2486669.0
611,Yoga Lin,Unrequited,441,62,9191,,2484695,
612,郭顶,水星记,391,73,9430,,2481848,
613,BLACKPINK,Hard to Love,175,8,4,,43176,2474844.0
614,G.E.M.,再見,583,1,10,,15271,2469926.0
615,Jay Chou,安靜,399,51,14559,,2468173,
616,Clean Bandit,Solo,269,74,3,10,23461,2461863.0
617,KISS OF LIFE,Midas Touch,120,21,38100,,2448374,
618,G.E.M.,別勉強,315,81,13541,,2447759,
619,Ed Sheeran,Galway Girl,359,15,8,,22632,2446256.0
620,TWICE,FANCY,256,16,4,,26949,2442276.0
621,Tate McRae,you broke me first,217,54,15190,,2439584,
622,Julia Michaels,Issues,396,2,10,,18813,2437388.0
623,Masked Wolf,Astronaut In The Ocean,188,18,23456,,2430823,
624,Alan Walker,On My Way,201,24,4,,24324,2411413.0
625,G,Eazy,397,91,5,,14211,2403512.0
626,ROSÉ,Gone,164,8,3,1,45937,2402785.0
627,Marshmello,Here With Me,226,26,2,1,27065,2400739.0
628,Diana Wang,Home,416,51,14907,,2399368,
629,艾薇,失重前幸褔,124,14,27407,,2394279,
630,Jay Chou,Cold Hearted,136,17,3,2,73929,2391289.0
631,Post Malone,Goodbyes (Feat. Young Thug),151,42,3,2,32894,2385797.0
632,A,Lin,494,23,2,2,10913,2384950.0
633,Rosie Yang,怎麼還不愛(雀躍狂愛版) 三立偶像劇[料理高校生]片尾曲,458,22,4,,13716,2377892.0
634,Lil Nas X,Old Town Road,190,12,20125,,2375531,
635,吕口口,希望你被这个世界爱着,173,91,17863,,2369724,
636,BSS,The Reasons of My Smiles,103,20,39600,,2367337,
637,SEVENTEEN,God of Music,127,11,2,1,64130,2366465.0
638,NAYEON,POP!,145,6,7,,29359,2360830.0
639,Patrick Brasca,最後一次心碎,132,29,32402,,2357746,
640,Robin Schulz,Sugar,349,53,4,,13135,2357252.0
641,Bazzi,Beautiful,283,40,2,1,19112,2356700.0
642,The Weeknd,Can't Feel My Face,314,96,1,1,12990,2354799.0
643,Maroon 5,Don't Wanna Know,240,105,2,19,23039,2352585.0
644,Olivia Rodrigo,deja vu,161,15,25611,,2352021,
645,瘦子E.SO,稱讚她的美,124,4,8,,28863,2350138.0
646,Roddy Ricch,The Box,191,29,19772,,2343752,
647,Alec Benjamin,Let Me Down Slowly,261,11,20683,,2343413,
648,Nan Quan Mama,下雨天,280,133,11552,,2341894,
649,Coldplay,Yellow,417,5,3,1,63711,2332474.0
650,Clean Bandit,I Miss You,287,1,8,,17560,2317481.0
651,Aimer,残響散歌,205,27,21779,,2315520,
652,Jung Kook,Yes or No,158,28,29495,,2312631,
653,Ricky Hsiao,"寫一條歌,寫你我爾爾",157,7,8,,32175,2312336.0
654,Doja Cat,Say So,190,17,22157,,2310575,
655,Eric Chou,永不失聯的愛 [原創概念版],379,18,15353,,2308098,
656,Cheat Codes,No Promises,336,14,16708,,2299179,
657,DJ Khaled,I'm the One,180,55,4,,22627,2295968.0
658,Eric Chou,終於了解自由,337,24,14839,,2295593,
659,Crispy脆樂團,黑暗的盡頭,287,71,12085,,2291910,
660,G.E.M.,岩石裡的花,316,19,17486,,2289898,
661,EggPlantEgg,這款自作多情,204,12,5,,27036,2289530.0
662,Adam Levine,Lost Stars,691,5,2,1,12700,2287358.0
663,Halsey,You should be sad,148,6,8,,29813,2285004.0
664,Julia Wu,你是不是有點動心,328,108,8440,,2269710,
665,Jawsh 685,Savage Love (Laxed,155,16,22497,,2266225,
666,Magic Power,我還是愛著你,704,19,6707,,2262224,
667,The Chainsmokers,Who Do You Love,209,20,4,,26316,2257833.0
668,Naomi Scott,Speechless (Full),200,14,6,,24599,2254676.0
669,Kelly Yu,體面,352,101,11843,,2253131,
670,Billie Eilish,Therefore I Am,123,4,5,,36469,2242875.0
671,Ed Sheeran,Afterglow,133,24,3,1,42276,2241617.0
672,Eason Chan,誰來剪月光,389,1,4,,16645,2231713.0
673,Sam Smith,Stay With Me,698,59,3,3,6199,2230910.0
674,NewJeans,Cool With You,93,26,3,1,64176,2228005.0
675,Surf Mesa,ily,178,25,20885,,2224265,
676,Olivia Rodrigo,vampire,149,27,27651,,2222852,
677,Eric Chou,我很快樂,267,122,14516,,2217966,
678,Maroon 5,Maps,646,79,1,11,17291,2217733.0
679,Eric Chou,小時候的我們,244,25,21458,,2214274,
680,李浩瑋 Howard Lee,無垢,145,70,20863,,2210157,
681,Lil Nas X,THATS WHAT I WANT,198,12,21279,,2204704,
682,The Weeknd,Save Your Tears,117,20,8,,27319,2203360.0
683,Cyndi Wang,感情用事,113,29,31705,,2202124,
684,sodagreen,下雨的夜晚,365,25,2,1,13359,2198588.0
685,MAMAMOO,HIP,202,13,23621,,2198032,
686,Rosa Walton,I Really Want to Stay at Your House,101,24,1,3,45266,2196601.0
687,Twenty One Pilots,Heathens,257,53,2,10,23049,2194419.0
688,Jolin Tsai,你也有今天,260,4,3,2,30855,2192008.0
689,Rachel Liang,還好,361,14,11381,,2190392,
690,Will Pan,Moonlight,384,39,8709,,2184927,
691,Mayday,派對動物,416,8,6,,14051,2178597.0
692,Sia,Chandelier,732,89,1,3,7307,2178253.0
693,ØZI,hair tie,170,2,5,,35333,2175778.0
694,5 Seconds of Summer,Youngblood,291,22,4,,20849,2174198.0
695,TWICE,Feel Special,222,9,4,,29765,2173579.0
696,Tanya Chua,善良的我們,92,15,42557,,2168526,
697,Lil Mosey,Blueberry Faygo,184,24,20402,,2168401,
698,吳青峰,太空,266,34,14740,,2165859,
699,TWICE,The Feels,170,5,5,,29216,2165775.0
700,頑童Mj116,Sweet Baby,145,19,5,,44781,2151327.0
701,BTS,FAKE LOVE,321,28,1,17,32999,2150030.0
702,Doja Cat,Agora Hills,149,68,19078,,2143863,
703,Ed Sheeran,Castle on the Hill,262,63,1,1,26402,2142952.0
704,Louis Tomlinson,Back to You,251,47,1,1,26554,2141435.0
705,珂拉琪,萬千花蕊慈母悲哀,141,7,7,,31395,2138551.0
706,瘦子E.SO,Follow You,115,12,7,,32216,2127611.0
707,Yorushika,晴る,133,58,21666,,2124937,
708,FIFTY FIFTY,Cupid,147,44,23730,,2123271,
709,Janice Yan,愛上現在的我,227,47,15667,,2122222,
710,DNCE,Cake By The Ocean,397,15,11597,,2107740,
711,Camila Cabello,Never Be the Same,202,43,1,1,29209,2092627.0
712,Wham!,Last Christmas,211,12,5,,50412,2081410.0
713,Zara Larsson,Lush Life,350,1,10,,11577,2076582.0
714,張哲瀚,頭號玩家 NO.1 Player,88,33,29585,,2075059,
715,Maggie Lindemann,Pretty Girl,287,14,17293,,2070083,
716,Girls' Generation,FOREVER 1,114,17,4,,36119,2069734.0
717,Shawn Mendes,Wonder,125,17,29479,,2059226,
718,Jonas Blue,Fast Car,336,29,7,,12965,2056922.0
719,(G)I,DLE,80,12,6,,49617,2056260.0
720,Kygo,Stay,337,22,7,,14207,2055678.0
721,Jack Ü,Where Are Ü Now,357,30,5,,9375,2050794.0
722,YUQI,FREAK,100,32,30187,,2050498,
723,Dhruv,double take,162,78,18169,,2048730,
724,DJ Snake,Middle,399,11,12054,,2042414,
725,NewJeans,Supernatural,42,10,8,,62446,2042175.0
726,Eric Chou,一樣美麗,277,26,18875,,2041452,
727,Luis Fonsi,Despacito (Featuring Daddy Yankee),401,17,13320,,2040790,
728,aespa,Next Level,217,29,18959,,2026440,
729,Kendrick Lamar,All The Stars,165,55,1,19,29180,2020938.0
730,IVE,Off The Record,107,13,39849,,2020907,
731,gnash,"i hate u, i love u",286,11,12903,,2019673,
732,OneRepublic,Rescue Me,182,4,8,,22700,2014828.0
733,Rita Ora,Your Song,263,14,16570,,2007238,
734,Fish Leong,情歌,208,97,14021,,2006980,
735,Jessi,ZOOM,147,16,23229,,1987357,
736,Post Malone,Better Now,269,44,2,2,24223,1987027.0
737,Gen Hoshino,Comedy,126,12,24395,,1986504,
738,Hebe Tien,諷刺的情書,155,1,9,,32803,1983333.0
739,Cyndi Wang,愛你,142,10,5,,29497,1980711.0
740,Gaho,시작,136,14,4,,30924,1977364.0
741,Maroon 5,Animals,542,112,1,25,14540,1975230.0
742,Ariana Grande,Santa Tell Me,206,11,3,2,53085,1975101.0
743,V,Rainy Days,99,13,33364,,1973617,
744,Xian Zi,沿海地帶,243,51,15095,,1972940,
745,Pei,Yu Hung,146,17,25143,,1968009,
746,TAEYANG,VIBE,123,2,5,,45555,1967368.0
747,Calvin Harris,One Kiss,183,63,1,3,24746,1967187.0
748,邹沛沛,沉溺(你让我的心不再结冰),105,35,30852,,1966231,
749,Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],133,16,28686,,1958293,
750,Drake,Toosie Slide,118,6,6,,28881,1955886.0
751,A,Mei Chang,234,16,1,1,26875,1954560.0
752,NAYEON,ABCD,49,8,9,,58535,1952379.0
753,Zedd,Happy Now,233,62,1,7,23046,1950457.0
754,Jonas Blue,Rise,233,48,4,,20565,1942074.0
755,ycccc,满天星辰不及你,169,40,21642,,1941953,
756,Calvin Harris,How Deep Is Your Love,306,76,1,1,11381,1936102.0
757,Eve Ai,我這個人,150,23,21290,,1935593,
758,Ed Sheeran,Eyes Closed,131,15,32995,,1928942,
759,Charlie Puth,One Call Away,432,5,4,,13720,1928682.0
760,NMIXX,DASH,98,20,34899,,1916955,
761,IU,LILAC,140,18,3,2,49554,1903045.0
762,Zedd,Funny,200,59,14791,,1901846,
763,予笙,热爱105°C的你,159,18,18977,,1896144,
764,No Party For Cao Dong,山海,366,12,17991,,1894034,
765,Billie Eilish,LUNCH,76,4,7,,59866,1890962.0
766,Imagine Dragons,Believer,296,19,13893,,1889236,
767,OneRepublic,Nobody,105,52,24472,,1884717,
768,TIA RAY,說散就散,354,30,10352,,1883615,
769,Stefanie Sun,半句再見,359,25,10818,,1879567,
770,Alan Walker,Darkside,257,19,3,1,18161,1878913.0
771,RADWIMPS,すずめ,102,1,10,,34303,1873869.0
772,Demi Lovato,Sorry Not Sorry,164,4,10,,20018,1873183.0
773,Drake,Hotline Bling,284,68,4,,13414,1872867.0
774,Lukas Graham,Love Someone,237,17,14112,,1871772,
775,Lady Gaga,Sour Candy,112,12,2,5,54353,1868158.0
776,WeiBird,一直都在,127,33,24475,,1865511,
777,Harry Styles,Adore You,168,26,20610,,1865397,
778,JJ Lin,交換餘生,173,14,27864,,1864997,
779,KeyKey,当想你成为习惯,180,92,14786,,1861865,
780,Avicii,Without You,260,6,1,1,49875,1856743.0
781,ZAYN,A Whole New World (End Title),165,19,4,,27391,1856448.0
782,Halsey,Graveyard,150,17,22557,,1855720,
783,The Chainsmokers,Hope,198,14,4,,25124,1854833.0
784,SPYAIR,オレンジ,78,17,40558,,1853636,
785,Bazzi,I.F.L.Y.,133,2,10,,22544,1844317.0
786,Chih Siou,Imma Get A New One,109,11,32918,,1842615,
787,Camila Cabello,Liar,117,11,24599,,1839263,
788,SAINt JHN,Roses,186,52,13777,,1836047,
789,Kygo,Stargazing,257,12,7,,19980,1830585.0
790,King Gnu,逆夢,117,6,8,,31680,1829709.0
791,Andrew Tan,天后,177,107,16538,,1828990,
792,Ado,新時代,105,20,3,1,38541,1828970.0
793,Calvin Harris,Feels,155,41,7,,23304,1827878.0
794,JJ Lin,黑夜問白天,294,1,7,,17706,1823389.0
795,Kygo,First Time,245,27,4,,23240,1819077.0
796,LE SSERAFIM,FEARLESS (2023 Ver.),160,49,20185,,1818493,
797,Avicii,Waiting For Love,387,47,2,4,46957,1813080.0
798,Calvin Harris,Slide,194,7,10,,18978,1806879.0
799,Dua Lipa,Physical,126,16,23433,,1805826,
800,Mitski,My Love Mine All Mine,136,104,15723,,1804101,
801,Joel Adams,Please Don't Go,285,6,8,,15656,1797243.0
802,Marshmello,Leave Before You Love Me,208,60,11522,,1797048,
803,Khalid,Better,161,36,4,,20658,1795253.0
804,Internet Money,Lemonade,158,51,16957,,1794469,
805,Ariana Grande,Side To Side,257,1,9,,16164,1794346.0
806,SHAED,Trampoline,133,2,9,,25840,1793296.0
807,Ronghao Li,麻雀,141,11,25706,,1792984,
808,玖壹壹,"一生只督妳一人 (《請問,還有哪裡需要加強》電影主題曲)",131,56,19777,,1790538,
809,BABYMONSTER,FOREVER,32,25,2,5,69345,1787052.0
810,Imagine Dragons,Enemy,93,12,26088,,1785008,
811,Hailee Steinfeld,Capital Letters,255,20,5,,19451,1784057.0
812,R. City,Locked Away,250,89,2,6,14786,1781658.0
813,Post Malone,Wow.,148,12,4,,25877,1781368.0
814,The Weeknd,Die For You,131,16,31857,,1780880,
815,Post Malone,Psycho,192,54,3,4,23130,1779648.0
816,Bruno Mars,Just the Way You Are,411,42,30225,,1778580,
817,James Arthur,Rewrite The Stars,262,21,16690,,1776683,
818,Coldplay,Hymn for the Weekend,309,17,12800,,1773122,
819,Ava Max,So Am I,183,22,16633,,1765794,
820,Ariana Grande,boyfriend,97,31,2,4,33852,1763679.0
821,No Party For Cao Dong,但,77,6,7,,45561,1763287.0
822,LaLa Hsu,灰色,308,2,2,1,20284,1755578.0
823,A,Mei Chang,106,14,4,,37409,1753467.0
824,高爾宣 OSN,Without You (Acoustic Version),149,20,22377,,1749703,
825,Bruno Mars,24K Magic,190,42,2,1,19837,1747621.0
826,UMI,wherever u r,67,11,43101,,1743211,
827,sodagreen,無眠,138,77,18961,,1742673,
828,Khalid,Love Lies,160,51,6,,21275,1739506.0
829,Cardi B,WAP,113,25,21963,,1738014,
830,小玄子,错位时空,166,30,17378,,1736502,
831,TWICE,MORE & MORE,105,16,1,1,41054,1733257.0
832,MC HotDog,Tough Love,174,32,14728,,1731728,
833,SEVENTEEN,HOT,150,14,23996,,1731107,
834,Avril Lavigne,Head Above Water,170,39,1,3,27757,1727164.0
835,Tanya Chua,我要給世界最悠長的濕吻,298,103,8659,,1727022,
836,blackbear,hot girl bummer,136,27,19768,,1723302,
837,ITZY,Not Shy,135,10,6,,35548,1718146.0
838,FRENSHIP,Capsize,269,13,13736,,1717528,
839,James Arthur,Falling like the Stars,264,31,14439,,1716156,
840,Ellie Goulding,On My Mind,212,106,1,1,15415,1712960.0
841,Giveon,Heartbreak Anniversary,160,51,16411,,1705842,
